,Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
12324,The Borgias (2011): Season 1,No,,300000,11869.0,8.4,['Short'],,
12326,The Breadwinner,No,,300000,27736.0,7.7,"['Animation', 'Drama', 'Family']","gender disguise,afghanistan,taliban,religious intolerance,prison","In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
12327,The Bridge Curse // 女鬼橋 // 女鬼桥,Yes,,300000,11663.0,5.6,"['Adventure', 'Comedy', 'Family']","halloween,teenager,town,young,father","A teenage girl, who accidentally releases an ancient and mischievous spirit on Halloween which causes decorations to come alive and wreak havoc, must team up with the last person she&apos;d want to in order to save their town - her fat..."
12330,The Campaign (2012),No,,300000,135907.0,6.1,['Comedy'],"slapstick comedy,congressman,north carolina,campaigning,u.s. congressman",An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.
12331,The Captive,No,,300000,35404.0,5.9,"['Crime', 'Drama', 'Mystery']","disappearance,diner,drugged woman,alternating time lines,internet chatroom","Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she&apos;s still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance."
12335,The Comedy Lineup: Part 2,Yes,2018-08-31,300000,360793.0,6.5,"['Action', 'Adventure', 'Sci-Fi']","dystopia,rebellion,revolution,brainwashing,execution",
12336,THE CONFIDENCE MAN JP－The Movie- // コンフィデンスマンJP ロマンス編,No,,300000,,,,,
12337,The Conman // 賭俠 1999 // 赌侠 1999,No,,300000,722.0,6.0,"['Action', 'Comedy', 'Drama']","con man,gambler",
12338,The Coroner (2019): Season 4,No,,300000,,,['Sport'],,
12340,The Degenerates: Season 1,Yes,2018-10-30,300000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
12341,The Degenerates: Season 2,Yes,2019-12-31,300000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety."
12342,The Divine Move // 신의 한 수,No,,300000,2476.0,6.6,"['Action', 'Crime']",brother,
12344,The Duke (2021),No,,300000,446.0,4.8,"['Comedy', 'Drama']","architect,mausoleum,epidemic,saint francis of assisi,malta",
12345,The Entity // Kuwaresma,No,,300000,17959.0,6.7,"['Drama', 'Horror']","based on novel,rape,female full frontal nudity,female frontal nudity,parapsychologist",
12347,The Eternal Zero // 永遠の0,No,,300000,2745.0,7.3,"['Action', 'Drama', 'Mystery']","fighter pilot,japanese airforce,1940s,platoon,old man",
12348,The Exorcism Of Karen Walker,No,,300000,711.0,3.4,['Horror'],couple,A couple discover Kirlian Photography apparatus in their new house. Intrigued by the concept of photographing peoples&apos; Auras they unwittingly release an ancient evil. Only the local psychic can help and she knows far more than she...
12352,The Frankenstein Chronicles: Season 2,No,,300000,,,,,
12353,The Fresh Prince of Bel-Air: Season 2,No,,300000,142625.0,7.9,['Comedy'],"sitcom,servant,famous opening theme,englishman,bel air california","A streetwise, poor young man from Philadelphia is sent by his mother to live with his aunt, uncle and cousins in their Bel-Air mansion."
12354,The Fresh Prince of Bel-Air: Season 3,No,,300000,142625.0,7.9,['Comedy'],"sitcom,servant,famous opening theme,englishman,bel air california","A streetwise, poor young man from Philadelphia is sent by his mother to live with his aunt, uncle and cousins in their Bel-Air mansion."
12355,The Fresh Prince of Bel-Air: Season 4,No,,300000,142625.0,7.9,['Comedy'],"sitcom,servant,famous opening theme,englishman,bel air california","A streetwise, poor young man from Philadelphia is sent by his mother to live with his aunt, uncle and cousins in their Bel-Air mansion."
12356,The Frozen Ground,No,,300000,66327.0,6.4,"['Biography', 'Crime', 'Drama']","based on true story,serial killer,man wears eyeglasses,strip club,homicide detective",An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.
12358,The Genius Prince's Guide to Raising a Nation Out of Debt: Season 1 // 天才王子の赤字国家再生術: シーズン1,No,,300000,991.0,7.1,"['Animation', 'Comedy', 'Fantasy']","mature animation,for grown ups animation,anime animation","Once upon a time in a far away land there lived a prince, a genius prince. The genius prince fought alongside his people and led them to a great many triumphs. However, truth be told, he just wants to let everything go and live in..."
12360,The Ghost and the Tout Too,No,,300000,45.0,6.7,"['Comedy', 'Fantasy']","able to hear the dead,able to see the dead,ghost,coma,woman",
12361,The Gifted (2014),No,,300000,234.0,6.1,"['Comedy', 'Horror', 'Romance']",,
12362,The Great British Baking Show: Holidays: Season 2,No,2019-11-08,300000,332.0,8.1,['Reality-TV'],"food reality tv,christmas,cookery game show,competition reality tv",
12363,The Great British Baking Show: Holidays: Season 3,No,2020-12-04,300000,332.0,8.1,['Reality-TV'],"food reality tv,christmas,cookery game show,competition reality tv",
12365,The Grizzlies,No,,300000,2562.0,7.5,"['Biography', 'Drama', 'Sport']","lacrosse,education,indigenous people,canada,inuit","In a small Arctic town struggling with the highest suicide rate in North America, a group of Inuit students&apos; lives are transformed when they are introduced to the sport of lacrosse."
