,Title,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Release Year,Release Month,Release Day,Available Globally
9754,Route 10 // سكة طويله,0,600000,731,4.9,"['Action', 'Drama', 'Thriller']",brother,unknown,0,0,Unknown,No
9755,Rumor Has It... (2005),0,600000,60993,5.5,"['Comedy', 'Drama', 'Romance']","biological father,author,search for father,female nudity,motor vehicle",unknown,0,0,Unknown,No
9756,Run & Gun,0,600000,92258,6.7,"['Mystery', 'Thriller']","revenge,kidnapping,child abduction,mother daughter relationship,munchausen syndrome by proxy",unknown,0,0,Unknown,No
9757,"Run, Fatboy, Run",0,600000,69562,6.5,"['Comedy', 'Romance', 'Sport']","prologue,animated closing credits,no opening credits,marathon,training",unknown,0,0,Unknown,No
9758,Sai de Baixo: O Filme,0,600000,517,4.7,['Comedy'],plan,"Caco Antibes is released from jail, and plans another coup involving the family: Vavá, Cassandra, Ribamar, and Magda.",0,0,Unknown,No
9759,SanPa: Sins of the Savior: Limited Series // SanPa: Luci e tenebre di San Patrignano: Limited Series,2020-12-30 00:00:00,600000,1693,7.8,"['Documentary', 'Crime']","tv mini series,rehabilitation center,drug rehabilitation,controversy,trial","Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion -- even as charges of violence began to mount.",2020,12,Wednesday,Yes
9760,Satria Dewa: Gatotkaca,0,600000,825,5.2,"['Action', 'Adventure', 'Drama']","superhero,power,villain,force,agent","Legends collide as young Yuda wrestles with his newfound godlike powers, defending his world in an endless battle against ancient and powerful evils.",0,0,Unknown,No
9761,Sebastian Maniscalco: Aren't You Embarrassed?,0,600000,1287,7.7,"['Documentary', 'Comedy']","observational comedy,chicago illinois,comedian,reference to osama bin laden,italian american","Sebastian Maniscalco returns home to Chicago to perform in front of a live sold-out audience in this all-new comedy event. With his inimitable delivery, he burns modern-day society through the lens of his old-world Italian-America...",0,0,Unknown,No
9762,Sexy Beasts: Season 1,2021-07-21 00:00:00,600000,95,5.8,"['Short', 'Documentary']","farm,animal park,voice over narration,travel documentary,rare bird","Visits to three animal parks in Miami, Florida: the Rare Bird Farm, with its many chickens, cranes, and other birds; the Monkey Jungle, where the visitors are caged and the simian inhabitants roam freely; and finally the Parrot Ju...",2021,7,Wednesday,Yes
9763,Shaolin Soccer // 少林足球,0,600000,86369,7.3,"['Action', 'Comedy', 'Fantasy']","soccer,football,soccer sport,martial arts action",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,0,0,Unknown,No
9764,Shaun the Sheep Movie,0,600000,42788,7.3,"['Animation', 'Adventure', 'Comedy']","no dialogue,memory loss,sheep,dog,stop motion animation","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it&apos;s up to Shaun and the flo...",0,0,Unknown,No
9765,She's Gotta Have It: Season 1,2017-11-23 00:00:00,600000,16011,6.8,"['Comedy', 'Romance']","new york city,national film registry,solo polyamory,three boyfriends,boyfriend girlfriend relationship",unknown,2017,11,Thursday,Yes
9767,Sing Again: Season 1 // รักอีกครั้ง: ซีซั่น 1,0,600000,396,5.4,"['Family', 'Animation', 'Short']","reference to bing crosby,reference to mae west,whale,shanghai,police",unknown,0,0,Unknown,Yes
9769,Smallfoot,0,600000,42240,6.6,"['Animation', 'Adventure', 'Comedy']","yeti,snow,ice,icy landscape,feet",unknown,0,0,Unknown,No
9770,Sole a Catinelle,0,600000,6777,6.4,['Comedy'],father,The story of a father and son on a South-to-North road trip.,0,0,Unknown,No
9771,Solitary Gourmet: Season 2 // 孤独のグルメ: シーズン2,0,600000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",unknown,0,0,Unknown,No
9772,Solitary Gourmet: Season 3 // 孤独のグルメ: シーズン3,0,600000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",unknown,0,0,Unknown,No
9773,Solitary Gourmet: Season 9 // 孤独のグルメ: シーズン9,0,600000,480,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",unknown,0,0,Unknown,No
9774,Sonic the Hedgehog 2,0,600000,82567,6.5,"['Action', 'Adventure', 'Comedy']","sequel,sonic the hedgehog character,knuckles the echidna character,dr. ivo &apos;eggman&apos; robotnik character,villain","When the manic Dr. Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.",0,0,Unknown,No
9775,South of Heaven,0,600000,2291,5.8,"['Crime', 'Drama', 'Thriller']","childhood,police interrogation,prison parole,lung cancer,punched in the face",unknown,0,0,Unknown,No
9776,Special ID // 特殊身份,0,600000,4450,5.5,"['Action', 'Crime']","taekwondo,jujitsu,sniper,violence,martial arts",unknown,0,0,Unknown,No
9777,Spirited // Jagat Arwah,0,600000,45660,6.6,"['Comedy', 'Family', 'Musical']","christmas,based on novella,based on the works of charles dickens,charles dickens character,magical journey",A musical version of Charles Dickens&apos;s story of a miserly misanthrope who is taken on a magical journey.,0,0,Unknown,Yes
9778,Splice,0,600000,100942,5.8,"['Horror', 'Sci-Fi']","scientist,spontaneous sex change,experiment,farm,manmade monster",unknown,0,0,Unknown,No
9781,StarBeam: Halloween Hero,2020-10-06 00:00:00,600000,16,5.7,"['Animation', 'Action', 'Adventure']","tv special,halloween,halloween costume,frankenstein costume,skeleton costume",unknown,2020,10,Tuesday,No
9782,Steins;Gate 0: Season 1 // シュタインズ・ゲート ゼロ: シーズン1,0,600000,269,8.5,"['Comedy', 'Drama', 'Mystery']","playstation 3,xbox 360,ptsd post traumatic stress disorder,three word title,semicolon in title","It takes place at the end of the original Steins;Gate, set in the Beta worldline. where Rintaro Okabe falls into depression after failing to prevent the death of Kurisu Makise until he meets Maho Hiyajo several months later.",0,0,Unknown,No
9783,Steve Jobs,0,600000,176560,7.2,"['Biography', 'Drama']","computer,father daughter relationship,apple computer,dialogue driven,1990s",unknown,0,0,Unknown,No
9785,"StoryBots: Laugh, Learn, Sing: Collection 1",2021-11-16 00:00:00,600000,12,8.5,"['Animation', 'Family']",unknown,"Learn along with Beep, Boop, Bing, Bang, and Bo as they make their way through a musical alphabet, from awesome A&apos;s to mighty M&apos;s and all the way to Z.",2021,11,Tuesday,Yes
9786,Stretch Armstrong & the Flex Fighters: Season 2,2018-09-07 00:00:00,600000,348,6.2,"['Animation', 'Short', 'Action']","heroism,superhero,male protagonist,white male lead in a diverse cast,superhero action","An action-comedy series based on Hasbro&apos;s stretchy, heroic toy.",2018,9,Friday,Yes
9787,Stronger Than the World // Mais Forte que o Mundo - A História de José Aldo,0,600000,2088,7.1,"['Action', 'Biography', 'Drama']",brazilian sportspeople,The Story of longtime UFC Featherweight champion and the struggles facing him on the road to the top.,0,0,Unknown,No
9789,Sunderland 'Til I Die: Season 1,2018-12-14 00:00:00,600000,8976,8.1,"['Documentary', 'Sport']","football,timeframe 2010s,soccer sport,sports documentary,soccer","Highlights the unfailing passion Sunderland residents have for their beloved football club, taking viewers through the highs and lows of SAFC&apos;s 2017-18 season in the Championship following its relegation the previous year.",2018,12,Friday,Yes
9790,Suzan & Freek: Between You & Me // Suzan & Freek: Tussen Jou en Mij,2023-01-13 00:00:00,600000,110,6.7,['Documentary'],couple,A Dutch documentary movie about a passionate music duo and couple who navigate remarkable success and accompanying fame after going viral from posting covers on social media.,2023,1,Friday,No
9791,Swallow,2021-10-01 00:00:00,600000,27379,6.5,"['Drama', 'Thriller']","obsession,pica,swallowing a battery,self harm,object ingestion","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession.",2021,10,Friday,Yes
9792,Tag (2018),0,600000,143861,6.5,"['Action', 'Comedy']","tag the game,friendship,male friendship,friendship between men,torture","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.",0,0,Unknown,No
9795,Tamara (2016),0,600000,157,7.0,"['Drama', 'Romance']","transgender,one word title,transgender protagonist,bare chested male,undressing","The film is based on the real life of Teo, a distinguished, prominent, outstanding lawyer with a four-year marriage and two small children, who decides to accomplish her long-time secret: to transition into a trans woman.",0,0,Unknown,No
9796,Tamara Vol. 2,0,600000,251,5.2,"['Comedy', 'Romance']","based on comic book,based on franco belgian comic book,love,teenager,teenage girl",unknown,0,0,Unknown,No
9797,Tazza: One Eyed Jack // 타짜: 원 아이드 잭,0,600000,634,6.0,"['Crime', 'Drama', 'Thriller']","based on comic,sequel,gambling,grifter,underworld",Do Il-Chool (Park Jung-Min) has a talent for playing poker and he is the son of Jjakgwi. His father was a gambler and had one ear cut off after he was caught cheating. Il-Chool meets mysterious gambler Aekku (Ryoo Seung-Bum) and g...,0,0,Unknown,No
9798,Terrace House: Aloha State: Part 1 // テラスハウス Aloha State: Part 1,2016-10-31 00:00:00,600000,1103,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.,2016,10,Monday,Yes
9799,Terrace House: Aloha State: Part 2 // テラスハウス Aloha State: Part 2,2017-01-09 00:00:00,600000,1103,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.,2017,1,Monday,Yes
9800,Terrace House: Aloha State: Part 3 // テラスハウス Aloha State: Part 3,2017-03-20 00:00:00,600000,1103,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.,2017,3,Monday,Yes
9801,That Time I Got Reincarnated as a Slime: OAD Season 1 // 転生したらスライムだった件 OAD,0,600000,1525,6.9,"['Animation', 'Action', 'Adventure']","world,killer,anime animation,isekai,slime",unknown,0,0,Unknown,No
9802,The 15:17 to Paris,0,600000,35194,5.3,"['Biography', 'Drama', 'Thriller']","train,terrorism,paris france,american,soldier",unknown,0,0,Unknown,No
9808,The Big Ugly,0,600000,6601,5.1,"['Crime', 'Drama', 'Thriller']",mob,Anglo-American relations go bad when London mob bosses invest in a West Virginia oil deal in hopes of laundering dirty money.,0,0,Unknown,No
9809,The Boys in the Band,2020-09-30 00:00:00,600000,17477,6.8,['Drama'],"gay interest,gay,homosexual,homosexuality,male frontal nudity","At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",2020,9,Wednesday,Yes
9810,"The Brave ""Yoshihiko"" and The Demon's Key // 勇者ヨシヒコシリーズ: 勇者ヨシヒコと悪霊の鍵",0,600000,227,7.5,['Adventure'],"japanese drama,tv mini series",The Hero Yoshihiko returns with his three companions to find a mystic key that seals away monsters.,0,0,Unknown,No
9811,The Bros // 부라더,0,600000,210586,7.1,"['Animation', 'Adventure', 'Comedy']","based on video game,princess,talking gorilla,talking penguin,princess peach character",unknown,0,0,Unknown,No
9812,The Bye Bye Man,0,600000,25606,4.3,"['Drama', 'Fantasy', 'Horror']","bare chested male,male rear nudity,hallucination,teen sex,sex scene",unknown,0,0,Unknown,No
9813,The Cabin in the Woods,0,600000,442985,7.0,"['Horror', 'Mystery', 'Thriller']","cabin in the woods,lovecraftian,torture chamber,topless woman,girl stripped down to panties","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",0,0,Unknown,No
9814,The Claus Family 2 // De Familie Claus 2,2021-12-07 00:00:00,600000,834,5.5,"['Comedy', 'Family', 'Fantasy']","christmas,sequel,second part,holiday,santa claus","Jules Claus has embraced Christmas again and is getting ready for the busiest time of the year together with grandpa Noël. Everything seems to go according to plan, until Jules receives a very special letter with an intriguing que...",2021,12,Tuesday,Yes
9816,The Disastrous Life of Saiki K.: Season 3 // 斉木楠雄のΨ難: 完結編,0,600000,680,5.5,['Comedy'],"live action remake of anime,school,psychotronic film,name in title,symbol in title","Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life.",0,0,Unknown,Yes
